"","Sample","ARO","Pathogen","Reads","MAPQ","Drug","Mechanism","AMR_Family","Gene_Length","FPKM"
"8594","SRS016653.allele_mapping_data.txt","mdeA","Streptococcus mutans",1,11,"fluoroquinolone antibiotic; aminoglycoside antibiotic; penam; tetracycline antibiotic; disinfecting agents and antiseptics","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1362,2.96331403006868
"8595","SRS016653.allele_mapping_data.txt","Bifidobacterium bifidum ileS conferring resistance to mupirocin","Bifidobacterium bifidum",1,12,"mupirocin-like antibiotic","antibiotic target alteration","antibiotic-resistant isoleucyl-tRNA synthetase (ileS)",3324,1.2142099004072
"8596","SRS016653.allele_mapping_data.txt","Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin","Bifidobacterium adolescentis",3,10.17,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3561,3.40019689044106
"8597","SRS016653.allele_mapping_data.txt","tet(O/M/O)","Campylobacter coli",36,17.18,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,75.6756320428788
"8598","SRS016683.allele_mapping_data.txt","PC1 beta-lactamase (blaZ)","Staphylococcus aureus",1,11,"penam","antibiotic inactivation","BlaZ beta-lactamase",846,4.77072542429496
"8599","SRS016683.allele_mapping_data.txt","ErmC","Staphylococcus epidermidis",2,13,"macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",735,10.9824046502137
"8600","SRS016683.allele_mapping_data.txt","ErmX","Plasmid pNG2",74,20.87,"macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",855,349.317537383113
"8601","SRS016683.allele_mapping_data.txt","ErmA","Staphylococcus aureus",1,22,"macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",732,5.51370725266877
"8602","SRS016683.allele_mapping_data.txt","msrA","Staphylococcus epidermidis",4,22,"macrolide antibiotic; streptogramin antibiotic; streptogramin B antibiotic","antibiotic target protection","msr-type ABC-F protein",1467,11.0048635554289
"8603","SRS016683.allele_mapping_data.txt","novA","Streptomyces niveus",1,11,"aminocoumarin antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1848,2.18400092475841
"8604","SRS016683.allele_mapping_data.txt","mel","Streptococcus pyogenes",3,21.67,"macrolide antibiotic; streptogramin antibiotic","antibiotic target protection","msr-type ABC-F protein",1218,9.94096972648654
"8605","SRS016683.allele_mapping_data.txt","ceoB","Burkholderia cepacia",2,18,"fluoroquinolone antibiotic; aminoglycoside antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3084,2.61740188648089
"8606","SRS016683.allele_mapping_data.txt","tet(Q)","Bacteroides fragilis",2,16.25,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1974,4.08919322082425
"8607","SRS016683.allele_mapping_data.txt","tet(K)","Staphylococcus aureus",1,22,"tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1380,2.92466210793735
"8608","SRS016683.allele_mapping_data.txt","ErmB","Enterococcus faecium",1,22,"macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",747,5.40299023956297
"8609","SRS016683.allele_mapping_data.txt","norA","Staphylococcus epidermidis",2,22,"fluoroquinolone antibiotic; disinfecting agents and antiseptics","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1164,6.93476582294422
"8610","SRS016683.allele_mapping_data.txt","tet(M)","Erysipelothrix rhusiopathiae",13,21.77,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,27.3273115710396
"8611","SRS016683.allele_mapping_data.txt","MexK","Pseudomonas aeruginosa",1,14,"macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3078,1.31125201720388
"8612","SRS016683.allele_mapping_data.txt","OprM","Pseudomonas aeruginosa",2,12.5,"macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1458,5.53639740597193
"8613","SRS016683.allele_mapping_data.txt","rpoB2","Nocardia farcinica",23,10.98,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3489,26.606126484933
"8614","SRS016683.allele_mapping_data.txt","ICR-Mc","Moraxella catarrhalis",64,22.5,"peptide antibiotic","antibiotic target alteration","intrinsic colistin resistant phosphoethanolamine transferase",1737,148.708208044345
"8615","SRS016683.allele_mapping_data.txt","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)","Streptococcus pyogenes",2,22,"macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",732,11.0274145053375
"8616","SRS016683.allele_mapping_data.txt","sdrM","Staphylococcus aureus",1,20.5,"fluoroquinolone antibiotic; disinfecting agents and antiseptics","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1344,3.00300127154281
"8617","SRS016683.allele_mapping_data.txt","Bifidobacterium bifidum ileS conferring resistance to mupirocin","Bifidobacterium bifidum",11,11.09,"mupirocin-like antibiotic","antibiotic target alteration","antibiotic-resistant isoleucyl-tRNA synthetase (ileS)",3324,13.3563089044792
"8618","SRS016683.allele_mapping_data.txt","Staphylococcus aureus mupA conferring resistance to mupirocin","Staphylococcus aureus",4,22,"mupirocin-like antibiotic","antibiotic target alteration","antibiotic-resistant isoleucyl-tRNA synthetase (ileS)",3075,5.25012514985826
"8619","SRS016683.allele_mapping_data.txt","Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin","Bifidobacterium adolescentis",20,11.57,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3561,22.6679792696071
"8620","SRS016683.allele_mapping_data.txt","tet(O/W/32/O)","Lactobacillus johnsonii",9,15.06,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,18.9189080107197
"8621","SRS016742.allele_mapping_data.txt","mtrE","Neisseria gonorrhoeae",1,11,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",1404,2.87466788387004
"8622","SRS016742.allele_mapping_data.txt","tet(B)","Gram-negative bacterium",59,25.76,"tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1206,197.451068680148
"8623","SRS016742.allele_mapping_data.txt","macB","Neisseria gonorrhoeae",3,24.5,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1935,6.25741660302874
"8624","SRS016742.allele_mapping_data.txt","emrK","Escherichia coli",2,11,"tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1056,7.64400323665443
"8625","SRS016742.allele_mapping_data.txt","CRP","Escherichia coli",2,11.5,"macrolide antibiotic; fluoroquinolone antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",633,12.7520812289211
"8626","SRS016742.allele_mapping_data.txt","mel","Streptococcus pyogenes",108,22.53,"macrolide antibiotic; streptogramin antibiotic","antibiotic target protection","msr-type ABC-F protein",1218,357.874910153516
"8627","SRS016742.allele_mapping_data.txt","tet(Q)","Bacteroides fragilis",3,21.5,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1974,6.13378983123638
"8628","SRS016742.allele_mapping_data.txt","tet(32)","Escherichia coli",1,15.5,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,2.10210089007997
"8629","SRS016742.allele_mapping_data.txt","ErmB","Enterococcus faecium",1,22,"macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",747,5.40299023956297
"8630","SRS016742.allele_mapping_data.txt","macA","Neisseria gonorrhoeae",3,31,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1179,10.2698058751998
"8631","SRS016742.allele_mapping_data.txt","lsaC","Streptococcus agalactiae",5,19.7,"lincosamide antibiotic; streptogramin antibiotic; pleuromutilin antibiotic","antibiotic target protection","lsa-type ABC-F protein",1479,13.6444682520404
"8632","SRS016742.allele_mapping_data.txt","tet(M)","Erysipelothrix rhusiopathiae",20,22.03,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,42.0420178015993
"8633","SRS016742.allele_mapping_data.txt","mtrD","Neisseria meningitidis",3,11.33,"macrolide antibiotic; penam","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3204,3.77905777991904
"8634","SRS016742.allele_mapping_data.txt","patA","Streptococcus pneumoniae",286,23.28,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1695,681.006277734933
"8635","SRS016742.allele_mapping_data.txt","patB","Streptococcus pneumoniae",273,23.72,"fluoroquinolone antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1767,623.563781858696
"8636","SRS016742.allele_mapping_data.txt","pmrA","Streptococcus pneumoniae",145,23.37,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",1200,487.687406498552
"8637","SRS016742.allele_mapping_data.txt","tet(35)","Vibrio harveyi",2,22,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1110,7.27213280892529
"8638","SRS016742.allele_mapping_data.txt","tet(O)","Campylobacter jejuni",33,13.72,"tetracycline antibiotic","antibiotic target protection","tetracycline-resistant ribosomal protection protein",1920,69.3693293726389
"8639","SRS016742.allele_mapping_data.txt","RlmA(II)","Streptococcus pneumoniae",84,19.7,"macrolide antibiotic; lincosamide antibiotic","antibiotic target alteration","non-erm 23S ribosomal RNA methyltransferase (G748)",849,399.324889931799
"8640","SRS016742.allele_mapping_data.txt","hmrM","Haemophilus influenzae",2,24,"fluoroquinolone antibiotic; disinfecting agents and antiseptics","antibiotic efflux","multidrug and toxic compound extrusion (MATE) transporter",1395,5.78642825656421
"8641","SRS016742.allele_mapping_data.txt","tetA(60)","uncultured bacterium",1,22,"tetracycline antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1740,2.31955960284686
"8642","SRS016742.allele_mapping_data.txt","rpoB2","Nocardia farcinica",3,16.5,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3489,3.4703643241217
"8643","SRS016742.allele_mapping_data.txt","LpsA","Haemophilus influenzae",6,13,"peptide antibiotic","reduced permeability to antibiotic","Intrinsic peptide antibiotic resistant Lps",771,31.4088226377707
"8644","SRS016742.allele_mapping_data.txt","Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin","Bifidobacterium adolescentis",2,11.5,"rifamycin antibiotic","antibiotic target alteration; antibiotic target replacement","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)",3561,2.26679792696071
"8645","SRS016752.allele_mapping_data.txt","srmB","Streptomyces ambofaciens",1,11,"macrolide antibiotic","antibiotic target protection","Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins",1653,2.44164168720722
"8646","SRS016752.allele_mapping_data.txt","mgrA","Staphylococcus aureus",13,18.54,"fluoroquinolone antibiotic; cephalosporin; penam; tetracycline antibiotic; peptide antibiotic; disinfecting agents and antiseptics","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump",444,118.172158145036
"8647","SRS016752.allele_mapping_data.txt","APH(3')-Ia","Serratia marcescens",1,21,"aminoglycoside antibiotic","antibiotic inactivation","APH(3')",816,4.94611974136463
"8648","SRS016752.allele_mapping_data.txt","macB","Neisseria gonorrhoeae",1,11,"macrolide antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",1935,2.08580553434291
"8649","SRS016752.allele_mapping_data.txt","adeJ","Acinetobacter baumannii",1,14,"macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3177,1.27039147275843
"8650","SRS016752.allele_mapping_data.txt","PC1 beta-lactamase (blaZ)","Staphylococcus aureus",11,20.95,"penam","antibiotic inactivation","BlaZ beta-lactamase",846,52.4779796672446
"8651","SRS016752.allele_mapping_data.txt","smeE","Stenotrophomonas maltophilia",1,11,"macrolide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",3123,1.29235789591852
"8652","SRS016752.allele_mapping_data.txt","ErmC","Staphylococcus epidermidis",10,19.3,"macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",735,54.9120232510685
"8653","SRS016752.allele_mapping_data.txt","carA","Streptomyces thermotolerans",1,11,"macrolide antibiotic","antibiotic target protection","Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins",1656,2.43721842328112
"8654","SRS016752.allele_mapping_data.txt","ErmX","Plasmid pNG2",10,20.5,"macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic","antibiotic target alteration","Erm 23S ribosomal RNA methyltransferase",855,47.2050726193396
"8655","SRS016752.allele_mapping_data.txt","APH(6)-Id","Pseudomonas aeruginosa",1,22,"aminoglycoside antibiotic","antibiotic inactivation","APH(6)",837,4.82202354713684
